"id","name","parent"
"45111211-0","Travaux de démolition à l'explosif","45111210-3"
"45111212-7","Travaux de déblaiement","45111210-3"
"45111213-4","Travaux de dégagement de chantier","45111210-3"
"45111214-1","Travaux d'enlèvement de gravats","45111210-3"
"45111220-6","Travaux de débroussaillage","45111200-0"
"45111230-9","Travaux de stabilisation des sols","45111200-0"
"45111240-2","Travaux d'assèchement des sols","45111200-0"
"45111250-5","Travaux d'étude géotechnique","45111200-0"
"45111260-8","Travaux de préparation de sites miniers","45111200-0"
"45111290-7","Travaux préparatoires de viabilité","45111200-0"
"45111291-4","Travaux d'aménagement du terrain","45111290-7"
"45111300-1","Travaux de démantèlement","45111000-8"
"45111310-4","Travaux de démantèlement d'installations militaires","45111300-1"
"45111320-7","Travaux de démantèlement d'installations de sécurité","45111300-1"
"45112000-5","Travaux de fouille et de terrassement","45110000-1"
"45112100-6","Travaux de creusement de tranchées","45112000-5"
"45112200-7","Travaux de décapage de terre","45112000-5"
"45112210-0","Travaux de décapage de terre végétale","45112200-7"
"45112300-8","Travaux de remblayage et de mise en condition du terrain","45112000-5"
"45112310-1","Travaux de remblayage","45112300-8"
"45112320-4","Travaux de mise en condition du terrain","45112300-8"
"45112330-7","Travaux de mise en état du chantier","45112300-8"
"45112340-0","Travaux de décontamination du sol","45112300-8"
"45112350-3","Remise en valeur de terrains vagues","45112300-8"
"45112360-6","Travaux de remise en état du terrain","45112300-8"
"45112400-9","Travaux d'excavation","45112000-5"
"45112410-2","Travaux de fossoyage","45112400-9"
"45112420-5","Travaux de fouille en excavation","45112400-9"
"45112440-1","Dressement de talus","45112400-9"
"45112441-8","Talutage","45112440-1"
"45112450-4","Travaux d'excavation sur sites archéologiques","45112400-9"
"45112500-0","Travaux de terrassement","45112000-5"
"45112600-1","Déblai-remblai","45112000-5"
"45112700-2","Travaux d'aménagement paysager","45112000-5"
"45112710-5","Travaux d'aménagement paysager d'espaces verts","45112700-2"
"45112711-2","Travaux d'aménagement paysager de parcs","45112710-5"
"45112712-9","Travaux d'aménagement paysager de jardins","45112710-5"
"45112713-6","Travaux d'aménagement paysager de jardins sur les toits","45112710-5"
"45112714-3","Travaux d'aménagement paysager de cimetières","45112710-5"
"45112720-8","Travaux d'aménagement paysager de terrains de sport et d'aires de loisirs","45112700-2"
"45112721-5","Travaux d'aménagement paysager de terrains de golf","45112720-8"
"45112722-2","Travaux d'aménagement paysager de terrains d'équitation","45112720-8"
"45112723-9","Travaux d'aménagement paysager de terrains de jeux","45112720-8"
"45112730-1","Travaux d'aménagement paysager de routes et d'autoroutes","45112700-2"
"45112740-4","Travaux d'aménagement paysager d'aéroports","45112700-2"
"45113000-2","Travaux de chantier","45110000-1"
"45120000-4","Travaux de sondage et de forage de reconnaissance","45100000-8"
"45121000-1","Travaux de sondage expérimental","45120000-4"
"45122000-8","Travaux de forage de reconnaissance","45120000-4"
"45200000-9","Travaux de construction complète ou partielle et travaux de génie civil","45000000-7"
"45210000-2","Travaux de construction de bâtiments","45200000-9"
"45211000-9","Travaux de construction d'immeubles collectifs et de maisons individuelles","45210000-2"
"45211100-0","Travaux de construction de maisons","45211000-9"
"45211200-1","Travaux de construction de logements-foyers","45211000-9"
"45211300-2","Travaux de construction complète de maisons","45211000-9"
"45211310-5","Travaux de construction de salles de bains","45211300-2"
"45211320-8","Travaux de construction de porches","45211300-2"
"45211340-4","Travaux de construction d'immeubles collectifs","45211300-2"
"45211341-1","Travaux de construction d'appartements","45211340-4"
"45211350-7","Travaux de construction de bâtiments multifonctionnels","45211300-2"
"45211360-0","Travaux de développement urbain","45211300-2"
"45211370-3","Travaux de construction de saunas","45211300-2"
"45212000-6","Travaux de construction de bâtiments destinés aux loisirs, aux sports, à la culture, à l'hébergement et de restaurants","45210000-2"
"45212100-7","Construction d'équipements pour les loisirs","45212000-6"
"45212110-0","Travaux de construction de centres de loisirs","45212100-7"
"45212120-3","Travaux de construction de parcs à thèmes","45212100-7"
"45212130-6","Travaux de construction de parcs d'attractions","45212100-7"
"45212140-9","Installation récréative","45212100-7"
"45212150-2","Travaux de construction de cinémas","45212100-7"
"45212160-5","Travaux de construction de casinos","45212100-7"
"45212170-8","Travaux de construction de bâtiments de loisirs","45212100-7"
"45212171-5","Travaux de construction de centres de divertissements","45212170-8"
"45212172-2","Travaux de construction de centres récréatifs","45212170-8"
"45212180-1","Travaux de construction de billetteries","45212100-7"
"45212190-4","Ouvrages de protection contre le soleil","45212100-7"
"45212200-8","Travaux de construction d'installations sportives","45212000-6"
"45212210-1","Travaux de construction d'installations sportives monovalentes","45212200-8"
"45212211-8","Travaux de construction de patinoires","45212210-1"
"45212212-5","Travaux de construction de piscines","45212210-1"
"45212213-2","Travaux de marquage sportif","45212210-1"
"45212220-4","Travaux de construction d'installations sportives polyvalentes","45212200-8"
"45212221-1","Travaux de construction d'ouvrages pour terrain de sports","45212220-4"
"45212222-8","Travaux de construction de gymnases","45212220-4"
"45212223-5","Travaux de construction d'installations de sports d'hiver","45212220-4"
"45212224-2","Travaux de construction de stades","45212220-4"
"45212225-9","Travaux de construction de palais des sports","45212220-4"
"45212230-7","Installation de vestiaires","45212200-8"
"45212290-5","Réparation et entretien d'infrastructures sportives","45212200-8"
"45212300-9","Travaux de construction de bâtiments à usage artistique et culturel","45212000-6"
"45212310-2","Travaux de construction de bâtiments destinés aux expositions","45212300-9"
"45212311-9","Travaux de construction de galeries d'art","45212310-2"
"45212312-6","Travaux de construction de parcs des expositions","45212310-2"
"45212313-3","Travaux de construction de musées","45212310-2"
"45212314-0","Travaux de construction de monuments historiques ou de mémoriaux","45212310-2"
"45212320-5","Travaux de construction de bâtiments destinés aux activités artistiques","45212300-9"
"45212321-2","Travaux de construction d'auditoriums","45212320-5"
"45212322-9","Travaux de construction de theâtres","45212320-5"
"45212330-8","Travaux de construction de bibliothèques","45212300-9"
"45212331-5","Travaux de construction de bibliothèques multimédia","45212330-8"
"45212340-1","Travaux de construction de salle de conférences","45212300-9"
"45212350-4","Bâtiments présentant un intérêt historique ou architectural particulier","45212300-9"
"45212351-1","Travaux de construction de monuments préhistoriques","45212350-4"
"45212352-8","Travaux de construction de monuments industriels","45212350-4"
"45212353-5","Travaux de construction de palais","45212350-4"
"45212354-2","Travaux de construction de châteaux","45212350-4"
"45212360-7","Travaux de construction de bâtiments religieux","45212300-9"
"45212361-4","Travaux de construction d'églises","45212360-7"
"45212400-0","Hôtels et restaurants","45212000-6"
"45212410-3","Travaux de construction de bâtiments destinés à l'hébergement","45212400-0"
"45212411-0","Travaux de construction d'hôtels","45212410-3"
"45212412-7","Travaux de construction de foyers","45212410-3"
"45212413-4","Travaux de construction de logements pour séjours de courte durée","45212410-3"
"45212420-6","Travaux de construction de restaurants et d'établissements similaires","45212400-0"
"45212421-3","Travaux de construction de restaurants","45212420-6"
"45212422-0","Travaux de construction de cantines","45212420-6"
"45212423-7","Travaux de construction de cafétarias","45212420-6"
"45212500-1","Transformation de cuisines ou de restaurants","45212000-6"
"45212600-2","Travaux de construction de pavillons","45212000-6"
"45213000-3","Travaux de construction de locaux commerciaux, d'entrepôts et de bâtiments industriels, de bâtiments liés aux transports","45210000-2"
"45213100-4","Travaux de construction de locaux commerciaux","45213000-3"
"45213110-7","Travaux de construction de magasins","45213100-4"
"45213111-4","Travaux de construction de centres commerciaux","45213110-7"
"45213112-1","Travaux de construction de boutiques","45213110-7"
"45213120-0","Travaux de construction de bureaux de poste","45213100-4"
"45213130-3","Travaux de construction de banques","45213100-4"
"45213140-6","Travaux de construction de marchés","45213100-4"
"45213141-3","Travaux de construction de marchés couverts","45213140-6"
"45213142-0","Travaux de construction de marchés à ciel ouvert","45213140-6"
"45213150-9","Travaux de construction d'immeubles de bureaux","45213100-4"
"45213200-5","Travaux de construction d'entrepôts et de bâtiments industriels","45213000-3"
"45213210-8","Entrepôts frigorifiques","45213200-5"
"45213220-1","Travaux de construction d'entrepôts","45213200-5"
"45213221-8","Travaux de construction de dépôts","45213220-1"
"45213230-4","Travaux de construction d'abattoirs","45213200-5"
"45213240-7","Travaux de construction de bâtiments agricoles","45213200-5"
"45213241-4","Travaux de construction de granges","45213240-7"
"45213242-1","Travaux de construction d'étables","45213240-7"
"45213250-0","Travaux de construction de bâtiments industriels","45213200-5"
"45213251-7","Travaux de construction d'unités industrielles","45213250-0"
"45213252-4","Travaux de construction d'ateliers","45213250-0"
"45213260-3","Travaux de construction d'entrepôts de marchandises","45213200-5"
"45213270-6","Travaux de construction de stations de recyclage","45213200-5"
"45213280-9","Travaux de construction d'installations de compostage","45213200-5"
"45213300-6","Bâtiments liés aux activités de transport","45213000-3"
"45213310-9","Travaux de construction de bâtiments liés aux transports routiers","45213300-6"
"45213311-6","Travaux de construction de gares routières","45213310-9"
"45213312-3","Travaux de construction de parkings à étages","45213310-9"
"45213313-0","Travaux de construction de bâtiments d'aire de services","45213310-9"
"45213314-7","Travaux de construction de dépôts d'autobus","45213310-9"
"45213315-4","Travaux de construction d'abris-bus","45213310-9"
"45213316-1","Travaux d'installation de passerelles","45213310-9"
"45213320-2","Travaux de construction de bâtiments liés aux transports ferroviaires","45213300-6"
"45213321-9","Travaux de construction de gares de chemin de fer","45213320-2"
"45213322-6","Travaux de construction de terminaux ferroviaires","45213320-2"
"45213330-5","Travaux de construction de bâtiments liés aux transports aériens","45213300-6"
"45213331-2","Travaux de construction de bâtiments aéroportuaires","45213330-5"
"45213332-9","Travaux de construction de tours de contrôle d'aéroport","45213330-5"
"45213333-6","Travaux d' installation de comptoirs d'enregistrement d'aéroport","45213330-5"
"45213340-8","Travaux de construction de bâtiments liés aux transports par voie d'eau","45213300-6"
"45213341-5","Travaux de construction de terminaux de ferry","45213340-8"
"45213342-2","Travaux de construction de terminaux Ro-Ro","45213340-8"
"45213350-1","Travaux de construction de bâtiments liés à plusieurs modes de transport","45213300-6"
"45213351-8","Travaux de construction de hangars d'entretien","45213350-1"
"45213352-5","Travaux de construction de dépôts de service","45213350-1"
"45213353-2","Travaux d'installation de passerelles pour passagers","45213350-1"
"45213400-7","Installation de locaux pour le personnel","45213000-3"
"45214000-0","Travaux de construction d'établissements d'enseignement et de centres de recherche","45210000-2"
"45214100-1","Travaux de construction de jardins d'enfants","45214000-0"
"45214200-2","Travaux de construction de bâtiments scolaires","45214000-0"
"45214210-5","Travaux de construction d'écoles primaires","45214200-2"
"45214220-8","Travaux de construction d'écoles secondaires","45214200-2"
"45214230-1","Travaux de construction d'écoles spécialisées","45214200-2"
"45214300-3","Construction d'établissements d'enseignement supérieur","45214000-0"
"45214310-6","Travaux de construction de collèges professionnels","45214300-3"
"45214320-9","Travaux de construction de collèges techniques","45214300-3"
"45214400-4","Construction de bâtiments universitaires","45214000-0"
"45214410-7","Travaux de construction d'instituts polytechniques","45214400-4"
"45214420-0","Travaux de construction d'amphithéâtres","45214400-4"
"45214430-3","Travaux de construction de laboratoires de langues","45214400-4"
"45214500-5","Travaux de construction de centres de formation continue","45214000-0"
"45214600-6","Construction de centres de recherche","45214000-0"
"45214610-9","Travaux de construction de bâtiments de laboratoire","45214600-6"
"45214620-2","Travaux de construction d'équipements de recherche et d'essai","45214600-6"
"45214630-5","Installations scientifiques","45214600-6"
"45214631-2","Travaux d'installation de salles blanches","45214630-5"
"45214640-8","Travaux de construction de stations météorologiques","45214600-6"
"45214700-7","Travaux de construction de cité universitaire","45214000-0"
"45214710-0","Travaux de construction de halls d'entrée","45214700-7"
"45214800-8","Construction d'équipements de formation","45214000-0"
"45215000-7","Travaux de construction de bâtiments liés à la santé et aux services sociaux, de crématoriums et de toilettes publiques","45210000-2"
"45215100-8","Travaux de construction de bâtiments liés à la santé","45215000-7"
"45215110-1","Travaux de construction de spas","45215100-8"
"45215120-4","Travaux de construction de bâtiments médicaux spécialisés","45215100-8"
"45215130-7","Travaux de construction de cliniques","45215100-8"
"45215140-0","Travaux de construction d'équipements hospitaliers","45215100-8"
"45215141-7","Travaux de construction de salles d'opération","45215140-0"
"45215142-4","Travaux de construction d'unités de soins intensifs","45215140-0"
"45215143-1","Travaux de construction de salles de dépistage et de diagnostic","45215140-0"
"45215144-8","Travaux de construction de salles de dépistage","45215140-0"
"45215145-5","Travaux de construction de salles de radioscopie","45215140-0"
"45215146-2","Travaux de construction de salles de pathologie","45215140-0"
"45215147-9","Travaux de construction de salles de médecine légale","45215140-0"
"45215148-6","Travaux de construction de salles de cathétérisme","45215140-0"
"45215200-9","Construction de bâtiments pour les services sociaux","45215000-7"
"45215210-2","Travaux de construction de foyers et de structures d'accueil à caractère social","45215200-9"
"45215212-6","Travaux de construction de maisons de retraite","45215210-2"
"45215213-3","Travaux de construction de centres de soins","45215210-2"
"45215214-0","Travaux de construction de foyers résidentiels","45215210-2"
"45215215-7","Travaux de construction de foyers pour enfants","45215210-2"
"45215220-5","Travaux de construction d'établissements sociaux, excepté foyers et structures d'accueil à caractère social","45215200-9"
"45215221-2","Travaux de construction de foyers de jour","45215220-5"
"45215222-9","Travaux de construction de centres administratifs","45215220-5"
"45215300-0","Travaux de construction de crématorium","45215000-7"
"45215400-1","Cimetière","45215000-7"
"45215500-2","Toilettes publiques","45215000-7"
"45216000-4","Travaux de construction de bâtiments destinés aux institutions d'ordre public ou aux services de secours et de bâtiments militaires","45210000-2"
"45216100-5","Travaux de construction de bâtiments destinés aux institutions d'ordre public ou aux services de secours","45216000-4"
"45216110-8","Travaux de construction de bâtiments destinés aux institutions d'ordre public","45216100-5"
"45216111-5","Travaux de construction de commissariats de police","45216110-8"
"45216112-2","Travaux de construction de tribunaux","45216110-8"
"45216113-9","Travaux de construction de prisons","45216110-8"
"45216114-6","Édifices parlementaires et salles de réunion publiques","45216110-8"
"45216120-1","Travaux de construction de bâtiments destinés aux services de secours","45216100-5"
"45216121-8","Travaux de construction de centres de secours des sapeurs-pompiers","45216120-1"
"45216122-5","Travaux de construction de centres ambulanciers","45216120-1"
"45216123-2","Travaux de construction de postes de secours en montagne","45216120-1"
"45216124-9","Travaux de construction de postes de secours en mer","45216120-1"
"45216125-6","Travaux de construction de bâtiments des services de secours","45216120-1"
"45216126-3","Travaux de construction de postes de garde-côtes","45216120-1"
"45216127-0","Travaux de construction de postes de secours et de sauvetage","45216120-1"
"45216128-7","Travaux de construction de phares","45216120-1"
"45216129-4","Abris de protection","45216120-1"
"45216200-6","Travaux de construction de bâtiments et d'installations militaires","45216000-4"
"45216220-2","Travaux de construction de bunkers militaires","45216200-6"
"45216230-5","Travaux de construction d'abris militaires","45216200-6"
"45216250-1","Travaux de construction de défenses en tranchée","45216200-6"
"45217000-1","Travaux de construction de bâtiments gonflables","45210000-2"
"45220000-5","Ouvrages d'art et de génie civil","45200000-9"
"45221000-2","Travaux de construction de ponts et de tunnels, de puits et de passages souterrains","45220000-5"
"45221100-3","Travaux de construction de ponts","45221000-2"
"45221110-6","Travaux de construction de ponts","45221100-3"
"45221111-3","Travaux de construction de ponts routiers","45221110-6"
"45221112-0","Travaux de construction de ponts de chemin de fer","45221110-6"
"45221113-7","Travaux de construction de passerelles pour piétons","45221110-6"
"45221114-4","Travaux de construction de ponts en fer","45221110-6"
"45221115-1","Travaux de construction de ponts en acier","45221110-6"
"45221117-5","Travaux de construction de ponts à bascule","45221110-6"
"45221118-2","Travaux de construction de ponts pour conduites","45221110-6"
"45221119-9","Travaux de rénovation de ponts","45221110-6"
"45221120-9","Travaux de construction de viaducs","45221100-3"
"45221121-6","Travaux de construction de viaducs routiers","45221120-9"
"45221122-3","Travaux de construction de viaducs ferroviaires","45221120-9"
"45221200-4","Travaux de construction de tunnels, de puits et de passages souterrains","45221000-2"
"45221210-7","Excavations couvertes ou partiellement couvertes","45221200-4"
"45221211-4","Passage inférieur","45221210-7"
"45221213-8","Excavations ferroviaires couvertes ou partiellement couvertes","45221210-7"
"45221214-5","Excavations routières couvertes ou partiellement couvertes","45221210-7"
"45221220-0","Ponceaux","45221200-4"
"45221230-3","Puits","45221200-4"
"45221240-6","Travaux de construction de tunnels","45221200-4"
"45221241-3","Travaux de construction de tunnels routiers","45221240-6"
"45221242-0","Travaux de construction de tunnels ferroviaires","45221240-6"
"45221243-7","Travaux de construction de tunnels pour piétons","45221240-6"
"45221244-4","Travaux de construction de tunnels pour canal","45221240-6"
"45221245-1","Travaux de construction de tunnels sous-fluviaux","45221240-6"
"45221246-8","Travaux de construction de tunnels sous-marins","45221240-6"
"45221247-5","Percement de tunnels","45221240-6"
"45221248-2","Travaux de construction de revêtements de tunnels","45221240-6"
"45221250-9","Ouvrages souterrains autres que tunnels, puits et passages souterrains","45221200-4"
"45222000-9","Travaux de construction d'ouvrages de génie civil, excepté ponts, tunnels, puits et passages souterrains","45220000-5"
"45222100-0","Travaux de construction d'usines de traitement des déchets","45222000-9"
"45222110-3","Travaux de construction de décharges","45222100-0"
"45222200-1","Travaux de génie militaire","45222000-9"
"45222300-2","Travaux de génie pour installations de sécurité","45222000-9"
"45223000-6","Travaux de construction d'ouvrages","45220000-5"
"45223100-7","Assemblage de structures en métal","45223000-6"
"45223110-0","Installation de structures en métal","45223100-7"
"45223200-8","Ossatures","45223000-6"
"45223210-1","Ossatures métalliques","45223200-8"
"45223220-4","Travaux de gros œuvre","45223200-8"
"45223300-9","Travaux de construction de parkings","45223000-6"
"45223310-2","Travaux de construction de parkings souterrains","45223300-9"
"45223320-5","Travaux de construction de parkings de dissuasion","45223300-9"
"45223400-0","Travaux de construction de stations radar","45223000-6"
"45223500-1","Structures en béton armé","45223000-6"
"45223600-2","Travaux de construction de chenils","45223000-6"
"45223700-3","Travaux de construction d'aires de service","45223000-6"
"45223710-6","Travaux de construction d'aires de service d'autoroute","45223700-3"
"45223720-9","Travaux de construction de stations-services","45223700-3"
"45223800-4","Assemblage et montage de structures préfabriquées","45223000-6"
"45223810-7","Constructions préfabriquées","45223800-4"
"45223820-0","Éléments et composants préfabriqués","45223800-4"
"45223821-7","Éléments préfabriqués","45223820-0"
"45223822-4","Composants préfabriqués","45223820-0"
"45230000-8","Travaux de construction de pipelines, de lignes de communication et d'énergie, d'autoroutes, de routes, d'aérodromes et de voies ferrées; travaux de nivelage","45200000-9"
"45231000-5","Travaux de construction de pipelines, de lignes de communications et de lignes électriques","45230000-8"
"45231100-6","Travaux généraux de construction pour pipelines","45231000-5"
"45231110-9","Travaux de pose de conduites","45231100-6"
"45231111-6","Travaux de démontage et de remplacement de pipelines","45231110-9"
"45231112-3","Installation de réseau de conduites","45231110-9"
"45231113-0","Travaux de remplacement de pipelines","45231110-9"
"45231200-7","Travaux de construction d'oléoducs et de gazoducs","45231000-5"
"45231210-0","Travaux de construction d'oléoducs","45231200-7"
"45231220-3","Travaux de construction de gazoducs","45231200-7"
"45231221-0","Travaux de construction de canalisations d'alimentation en gaz","45231220-3"
"45231222-7","Gazomètres","45231220-3"
"45231223-4","Ouvrages annexes pour la distribution de gaz","45231220-3"
"45231300-8","Travaux de construction de conduites d'eau et de canalisations d'eaux usées à grande distance","45231000-5"
"45231400-9","Travaux de construction de lignes électriques","45231000-5"
"45231500-0","Travaux de canalisations d'air comprimé","45231000-5"
"45231510-3","Travaux relatifs à des circuits pneumatiques de distribution de courrier","45231500-0"
"45231600-1","Travaux de construction de lignes de communications","45231000-5"
"45232000-2","Ouvrages annexes de pipelines et de câbles","45230000-8"
"45232100-3","Ouvrages annexes pour canalisations d'eau","45232000-2"
"45232120-9","Travaux d'irrigation","45232100-3"
"45232121-6","Travaux de construction de canalisations d'irrigation","45232120-9"
"45232130-2","Travaux de construction de canalisations d'eaux pluviales","45232100-3"
"45232140-5","Travaux de construction de réseaux de chauffage urbain","45232100-3"
"45232141-2","Installations de chauffage","45232140-5"
"45232142-9","Travaux de construction de stations de transfert thermique","45232140-5"
"45232150-8","Travaux relatifs aux conduites d'alimentation en eau","45232100-3"
"45232151-5","Travaux de remise à neuf de conduites d'eau","45232150-8"
"45232152-2","Travaux de construction de stations de pompage","45232150-8"
"45232153-9","Travaux de construction de châteaux d'eau","45232150-8"
"45232154-6","Travaux de construction de châteaux d'eau pour l'eau potable","45232150-8"
"45232200-4","Ouvrages annexes pour lignes électriques","45232000-2"
"45232210-7","Construction de lignes aériennes","45232200-4"
"45232220-0","Travaux de construction de sous-stations","45232200-4"
"45232221-7","Sous-station de transformation","45232220-0"
"45232300-5","Travaux de construction de lignes téléphoniques et de lignes de communications et ouvrages annexes","45232000-2"
"45232310-8","Travaux de construction de lignes téléphoniques","45232300-5"
"45232311-5","Lignes téléphoniques pour bornes d'appel d'urgence","45232310-8"
"45232320-1","Lignes de télédistribution par câble","45232300-5"
"45232330-4","Montage d'antennes","45232300-5"
"45232331-1","Ouvrages annexes de télédiffusion","45232330-4"
"45232332-8","Ouvrages annexes de télécommunications","45232330-4"
"45232340-7","Travaux de construction de stations de base de téléphonie mobile","45232300-5"
"45232400-6","Travaux de construction d'égouts","45232000-2"
"45232410-9","Travaux d'assainissement","45232400-6"
"45232411-6","Travaux de construction de canalisations d'eaux usées","45232410-9"
"45232420-2","Travaux de construction de stations d'épuration des eaux usées","45232400-6"
"45232421-9","Station de traitement des eaux usées","45232420-2"
"45232422-6","Station de traitement des boues","45232420-2"
"45232423-3","Travaux de construction de stations de pompage des eaux usées","45232420-2"
"45232424-0","Travaux de construction d'émissaires","45232420-2"
"45232430-5","Travaux de traitement de l'eau","45232400-6"
"45232431-2","Station de pompage des eaux résiduaires","45232430-5"
"45232440-8","Travaux de construction de conduites d'eaux d'égouts","45232400-6"
"45232450-1","Travaux de construction pour système de drainage","45232400-6"
"45232451-8","Travaux de drainage et travaux de surface","45232450-1"
"45232452-5","Ouvrages de drainage","45232450-1"
"45232453-2","Travaux de construction de tuyaux de drainage","45232450-1"
"45232454-9","Travaux de construction de bassins d'eaux pluviales","45232450-1"
"45232460-4","Travaux d'installations sanitaires","45232400-6"
"45232470-7","Station de transfert des déchets","45232400-6"
"45233000-9","Travaux de construction, de fondation et de revêtement d'autoroutes, de routes","45230000-8"
"45233100-0","Travaux de construction d'autoroutes, de routes","45233000-9"
"45233110-3","Travaux de construction d'autoroutes","45233100-0"
"45233120-6","Travaux de construction de routes","45233100-0"
"45233121-3","Travaux de construction de routes principales","45233120-6"
"45233122-0","Travaux de construction de rocades","45233120-6"
"45233123-7","Travaux de construction de routes secondaires","45233120-6"
"45233124-4","Travaux de construction d'artères de grande circulation","45233120-6"
"45233125-1","Travaux de construction d'intersections de routes","45233120-6"
"45233126-8","Travaux de construction de carrefours dénivelés","45233120-6"
"45233127-5","Travaux de construction de carrefours en T","45233120-6"
"45233128-2","Travaux de construction de carrefours giratoires","45233120-6"
"45233129-9","Travaux de construction de routes transversales","45233120-6"
"45233130-9","Travaux de construction de routes nationales","45233100-0"
"45233131-6","Travaux de construction d'autoroutes aériennes","45233130-9"
"45233139-3","Entretien des routes nationales","45233130-9"
"45233140-2","Travaux routiers","45233100-0"
"45233141-9","Travaux d'entretien routier","45233140-2"
"45233142-6","Travaux de réparation de routes","45233140-2"
"45233144-0","Travaux de construction de passages supérieurs","45233140-2"
"45233150-5","Ouvrages de modération du trafic","45233100-0"
"45233160-8","Chemins et autres aires empierrées","45233100-0"
"45233161-5","Travaux de construction de chemins piétonniers","45233160-8"
"45233162-2","Travaux de construction de pistes cyclables","45233160-8"
"45233200-1","Travaux de revêtement divers","45233000-9"
"45233210-4","Travaux de revêtement d'autoroutes","45233200-1"
"45233220-7","Travaux de revêtement de routes","45233200-1"
"45233221-4","Travaux de marquage routier","45233220-7"
"45233222-1","Travaux de pavage et de resurfaçage de chaussées","45233220-7"
"45233223-8","Travaux de resurfaçage de chaussées","45233220-7"
"45233224-5","Travaux de construction de routes à deux chaussées séparées","45233220-7"
"45233225-2","Travaux de construction de routes à chaussée unique","45233220-7"
"45233226-9","Travaux de construction de routes d'accès","45233220-7"
"45233227-6","Travaux de construction de bretelles","45233220-7"
"45233228-3","Travaux de construction de revêtements de surface","45233220-7"
"45233229-0","Entretien des accotements","45233220-7"
"45233250-6","Travaux de revêtements, excepté revêtements de chaussées","45233200-1"
"45233251-3","Travaux de resurfaçage","45233250-6"
"45233252-0","Travaux de revêtement de rues","45233250-6"
"45233253-7","Travaux de revêtement de chemins piétonniers","45233250-6"
"45233260-9","Travaux de construction de voies piétonnes","45233200-1"
"45233261-6","Travaux de construction de passages supérieurs pour piétons","45233260-9"
"45233262-3","Travaux de construction de zones piétonnes","45233260-9"
"45233270-2","Travaux de marquage d'emplacements de parking","45233200-1"
"45233280-5","Pose de barrières routières","45233200-1"
"45233290-8","Installation de panneaux de signalisation","45233200-1"
"45233291-5","Installation de bollards","45233290-8"
"45233292-2","Installation de dispositifs de sécurité","45233290-8"
"45233293-9","Installation de mobilier urbain","45233290-8"
"45233294-6","Installation de signalisation routière","45233290-8"
"45233300-2","Travaux de fondation d'autoroutes, de routes, de rues et de chemins piétonniers","45233000-9"
"45233310-5","Travaux de fondation d'autoroutes","45233300-2"
"45233320-8","Travaux de fondation de routes","45233300-2"
"45233330-1","Travaux de fondation de rues","45233300-2"
"45233340-4","Travaux de fondation de chemins piétonniers","45233300-2"
"45234000-6","Travaux de construction de voies ferrées et de systèmes de transport par câble","45230000-8"
"45234100-7","Ouvrages ferroviaires","45234000-6"
"45234110-0","Chemin de fer interurbain","45234100-7"
"45234111-7","Travaux de construction de chemins de fer urbain","45234110-0"
"45234112-4","Travaux de construction de dépôts ferroviaires","45234110-0"
"45234113-1","Démolition de voies ferrées","45234110-0"
"45234114-8","Travaux de construction de remblais de chemin de fer","45234110-0"
"45234115-5","Travaux de signalisation ferroviaire","45234110-0"
"45234116-2","Travaux de construction de voies","45234110-0"
"45234120-3","Ouvrages ferroviaires urbains","45234100-7"
"45234121-0","Ouvrages pour le tramway","45234120-3"
"45234122-7","Ouvrages pour le métro","45234120-3"
"45234123-4","Chemin de fer partiellement souterrain","45234120-3"
"45234124-1","Transport ferroviaire souterrain de passagers","45234120-3"
"45234125-8","Station de métro","45234120-3"
"45234126-5","Travaux de construction de lignes de tramway","45234120-3"
"45234127-2","Travaux de construction de dépôts de tramway","45234120-3"
"45234128-9","Travaux de construction d'arrêts de tramway","45234120-3"
"45234129-6","Travaux de construction de voies ferrées urbaines","45234120-3"
"45234130-6","Travaux de construction de ballasts","45234100-7"
"45234140-9","Travaux de construction des passages à niveau","45234100-7"
"45234160-5","Travaux de construction de caténaires","45234100-7"
"45234170-8","Travaux de construction de sous-stations électriques à usage ferroviaire","45234100-7"
"45234180-1","Travaux de construction d'ateliers de chemin de fer","45234100-7"
"45234181-8","Travaux de construction de postes de sectionnement","45234180-1"
"45234200-8","Systèmes de transport par câble","45234000-6"
"45234210-1","Systèmes de transport par câble avec cabines","45234200-8"
"45234220-4","Travaux de construction de remonte-pente","45234200-8"
"45234230-7","Travaux de construction de télésièges","45234200-8"
"45234240-0","Funiculaire","45234200-8"
"45234250-3","Travaux de construction de téléphériques","45234200-8"
"45235000-3","Travaux de construction de terrains d'aviation, de pistes d'envol et d'atterrissage et d'aires de manœuvre","45230000-8"
"45235100-4","Travaux de construction d'aéroports","45235000-3"
"45235110-7","Travaux de construction de terrains d'aviation","45235100-4"
"45235111-4","Travaux de revêtement de terrains d'aviation","45235110-7"
"45235200-5","Travaux de construction de pistes d'envol et d'atterrissage","45235000-3"
"45235210-8","Resurfaçage de pistes d'envol et d'atterrissage","45235200-5"
"45235300-6","Travaux de construction d'aires de manœuvre pour avions","45235000-3"
"45235310-9","Travaux de construction de pistes de roulement","45235300-6"
"45235311-6","Travaux de revêtement de pistes de roulement","45235310-9"
"45235320-2","Travaux de construction d'aires de stationnement pour avions","45235300-6"
"45236000-0","Travaux de nivelage","45230000-8"
"45236100-1","Travaux de nivelage pour équipements sportifs divers","45236000-0"
